scientificName,redlistCategory
Ocotea adela,Least Concern
Ocotea adenotrachelium,Least Concern
Ocotea albigemma,Endangered
Ocotea albopunctulata,Least Concern
Ocotea alnifolia,Vulnerable
Ocotea architectorum,Endangered
Ocotea arcuata,Near Threatened
Ocotea atrata,Least Concern
Ocotea balanocarpa,Data Deficient
Ocotea bernoulliana,Least Concern
Ocotea boissieriana,Least Concern
Ocotea brevipetiolata,Vulnerable
Ocotea canaliculata,Least Concern
Ocotea caracasana,Data Deficient
Ocotea ceanothifolia,Least Concern
Ocotea cinerea,Least Concern
Ocotea darcyi,Endangered
Ocotea debilis,Least Concern
Ocotea discrepens,Least Concern
Ocotea fendleri,Vulnerable
Ocotea fistulosa,Endangered
Ocotea gardneri,Least Concern
Ocotea glomerata,Least Concern
Ocotea gordonii,Vulnerable
Ocotea guianensis,Least Concern
Ocotea hammeliana,Endangered
Ocotea heribertoi,Critically Endangered
Ocotea immersa,Vulnerable
Ocotea indirectinervia,Vulnerable
Ocotea jefensis,Data Deficient
Ocotea karsteniana,Least Concern
Ocotea lindbergii,Endangered
Ocotea magnifrons,Vulnerable
Ocotea magnilimba,Least Concern
Ocotea marmellensis,Vulnerable
Ocotea matogrossensis,Least Concern
Andea multinervis,Least Concern
Ocotea neblinae,Least Concern
Ocotea nigra,Least Concern
Ocotea nilssonii,Least Concern
Ocotea nobilis,Endangered
Ocotea obovata,Least Concern
Ocotea olivacea,Least Concern
Ocotea ovalifolia,Least Concern
Ocotea pacifica,Least Concern
Ocotea pausiaca,Data Deficient
Ocotea petalanthera,Vulnerable
Ocotea rhytidotricha,Vulnerable
Ocotea rigens,Endangered
Ocotea rufovestita,Endangered
Ocotea sandwithii,Vulnerable
Ocotea scabrella,Least Concern
Ocotea scandens,Vulnerable
Ocotea sprucei,Vulnerable
Ocotea stuebelii,Endangered
Ocotea subrutilans,Least Concern
Ocotea subterminalis,Least Concern
Ocotea subtriplinervia,Data Deficient
Ocotea tampicensis,Least Concern
Ocotea tenella,Least Concern
Ocotea tomentella,Least Concern
Ocotea tomentosa,Endangered
Ocotea ucayalensis,Vulnerable
Ocotea vanderwerffii,Vulnerable
Ocotea wurdackiana,Least Concern
Pleurothyrium acuminatum,Vulnerable
Pleurothyrium amapaense,Endangered
Pleurothyrium bifidum,Least Concern
Pleurothyrium cinereum,Least Concern
Pleurothyrium glabritepalum,Least Concern
Pleurothyrium intermedium,Least Concern
Pleurothyrium panurense,Least Concern
Pleurothyrium pilosum,Data Deficient
Pleurothyrium racemosum,Data Deficient
Pleurothyrium synandrum,Vulnerable
Pleurothyrium tomentellum,Vulnerable
Pleurothyrium vasquezii,Least Concern
Pleurothyrium williamsii,Vulnerable
Potameia siamensis,Endangered
Rhodostemonodaphne grandis,Least Concern
Rhodostemonodaphne dioica,Vulnerable
Rhodostemonodaphne juruensis,Least Concern
Rhodostemonodaphne napoensis,Vulnerable
Rhodostemonodaphne sordida,Vulnerable
Rhodostemonodaphne synandra,Vulnerable
Rhodostemonodaphne tumucumaquensis,Endangered
Williamodendron spectabile,Endangered
Chlorocardium venenosum,Least Concern
Rhodostemonodaphne praeclara,Least Concern
Rhodostemonodaphne scandens,Least Concern
Anthonotha xanderi,Vulnerable
Viburnum subsessile,Endangered
Vochysia macrophylla,Least Concern
Perrottetia maxima,Vulnerable
Tapura bullata,Endangered
Weinmannia parvifoliolata,Endangered
Weinmannia lopezana,Least Concern
Sloanea calva,Least Concern
Matisia hirsutissima,Least Concern
Perrottetia simplicissima,Least Concern
Perrottetia colorata,Critically Endangered
Weinmannia tolimensis,Vulnerable
Weinmannia cogolloi,Least Concern
Siparuna calantha,Least Concern
Cordia killipiana,Endangered
Tournefortia brantii,Endangered
Brunellia boqueronensis,Vulnerable
Brunellia elliptica,Least Concern
Brunellia occidentalis,Vulnerable
Brunellia penderiscana,Least Concern
Brunellia pitayensis,Least Concern
Brunellia propinqua,Least Concern
Dacryodes maguipensis,Least Concern
Protium glomerulosum,Least Concern
Marila micrantha,Least Concern
Capparidastrum grandiflorum,Vulnerable
Hedyosmum pungens,Least Concern
Hedyosmum steinii,Vulnerable
Hirtella adenophora,Least Concern
Chrysochlamys alterninervia,Least Concern
Chrysochlamys goudotii,Endangered
Clusia celiae,Least Concern
Clusia cochliformis,Least Concern
Clusia firmifolia,Least Concern
Clusia latifolia,Least Concern
Clusia monantha,Least Concern
Clusia octopetala,Least Concern
Clusia tetragona,Least Concern
Clusia vittata,Least Concern
Ardisia cogolloi,Least Concern
Cestrum killipii,Critically Endangered
Solanum humboldtianum,Endangered
Solanum lasiopodium,Least Concern
Solanum sibundoyense,Least Concern
Styrax lasiocalyx,Critically Endangered
Styrax pefrit,Least Concern
Symplocos decorticans,Least Concern
Symplocos lehmannii,Endangered
Symplocos magdalenae,Least Concern
Eugenia calimensis,Least Concern
Vochysia pacifica,Endangered
Vochysia magna,Endangered
Vochysia laxiflora,Least Concern
Viburnum suratense,Endangered
Coussapoa batavorum,Least Concern
Cecropia multisecta,Endangered
Ampelocera albertiae,Endangered
Symplocos trianae,Endangered
Symplocos rhomboidea,Endangered
Siparuna lozaniana,Vulnerable
Cupania semiglabra,Endangered
Guettarda ocoteifolia,Endangered
Faramea oraria,Least Concern
Elaeagia cuatrecasasii,Least Concern
Chomelia longiflora,Critically Endangered
Geissanthus angustiflorus,Least Concern
Ardisia pseudoracemiflora,Least Concern
Ardisia popayanensis,Least Concern
Ardisia killipii,Critically Endangered
Cephalotomandra fragrans,Endangered
Eugenia fernandez-alonsoi,Least Concern
Compsoneura schultesiana,Least Concern
Compsoneura anoriensis,Endangered
Phragmotheca mambitana,Critically Endangered
Nectandra maguireana,Least Concern
Brownea chocoana,Least Concern
Perrottetia calva,Endangered
Tapura costata,Least Concern
Clusia inesiana,Least Concern
Clusia hachensis,Vulnerable
Clusia densinervia,Least Concern
Clusia caicedoi,Endangered
Brunellia velutina,Vulnerable
Brownea bolivarensis,Least Concern
Aniba novogranatensis,Critically Endangered
Brunellia farallonensis,Least Concern
Romeroa verticillata,Endangered
Handroanthus coralibe,Vulnerable
Ardisia manglillo,Least Concern
Brunellia goudotii,Least Concern
Clusia fistulosa,Vulnerable
Vochysia antioquia,Endangered
Matisia hirta,Least Concern
Sloanea pacuritana,Least Concern
Leptobalanus undulatus,Least Concern
Moquilea cabrerae,Vulnerable
Ruizterania sacculata,Least Concern
Tournefortia killipii,Endangered
Cordia fuertesii,Endangered
Cordia ramirezii,Critically Endangered
Marila geminata,Vulnerable
Moquilea chocoensis,Least Concern
Leptobalanus fuchsii,Least Concern
Clusia cajambrensis,Least Concern
Clusia centricupula,Least Concern
Ternstroemia mutisiana,Least Concern
Vasconcellea longiflora,Least Concern
Cassipourea calimensis,Least Concern
Cassipourea floribunda,Vulnerable
Rinorea antioquiensis,Endangered
Parmentiera stenocarpa,Least Concern
Ouratea pyrifera,Vulnerable
Ouratea kananariensis,Least Concern
Matisia sulcata,Critically Endangered
Parathesis calimensis,Least Concern
Ardisia sanmartensis,Least Concern
Anthodiscus montanus,Vulnerable
Hirtella enneandra,Endangered
Moquilea salicifolia,Endangered
Symplocos nivalis,Least Concern
Freziera longipes,Least Concern
Siparuna petiolaris,Least Concern
Coussarea insolita,Endangered
Elvasia oligandra,Least Concern
Phragmotheca rubriflora,Endangered
Clusia eugenioides,Least Concern
Brunellia rufa,Critically Endangered
Brunellia macrophylla,Endangered
Rinorea marginata,Endangered
Rinorea hymenosepala,Endangered
Dacryodes epimedia,Least Concern
Valeriana arborea,Least Concern
Moquilea gentryi,Least Concern
Moquilea jaramilloi,Least Concern
Clusia diguensis,Critically Endangered
Geissanthus callejasii,Endangered
Geissanthus cestrifolius,Vulnerable
Geissanthus cogolloi,Least Concern
Geissanthus francoae,Vulnerable
Geissanthus goudotianus,Endangered
Geissanthus sararensis,Least Concern
Geissanthus sessiliflorus,Critically Endangered
Hymenandra acutissima,Least Concern
Hymenandra callejasii,Endangered
Myrsine perreticulata,Critically Endangered
Arachnothryx educta,Endangered
Viburnum axillare,Endangered
Viburnum lehmannii,Vulnerable
Rinorea cordata,Endangered
Viburnum antioquiense,Endangered
Coussapoa fulvescens,Least Concern
Huertea putumayensis,Least Concern
Pradosia cuatrecasasii,Least Concern
Pouteria chocoensis,Least Concern
Zanthoxylum gentryi,Vulnerable
Psychotria chocoana,Least Concern
Elaeagia asperula,Least Concern
Arachnothryx guettardioides,Critically Endangered
Arachnothryx euryphylla,Vulnerable
Clavija sanctae-martae,Vulnerable
Clavija killipii,Endangered
Guapira uberrima,Endangered
Myrcia estoraquensis,Critically Endangered
Virola schultesii,Least Concern
Clusia epiphytica,Least Concern
Clusia alata,Least Concern
Moquilea maritima,Least Concern
Brunellia trianae,Least Concern
Elaeocarpus balabanii,Critically Endangered
Sesbania macowaniana,Least Concern
Tephrosia marginella,Least Concern
Trifolium africanum,Least Concern
Wiborgia fusca,Least Concern
Wiborgia tetraptera,Least Concern
Astronia corymbosa,Data Deficient
Timonius versteegii,Data Deficient
Syzygium thomsenii,Data Deficient
Syzygium synaptoneurum,Data Deficient
Syzygium oxyphyllum,Data Deficient
Syzygium monetarium,Data Deficient
Syzygium eximiiflorum,Data Deficient
Phyllanthus salomonis,Data Deficient
Garcinia crassinervis,Data Deficient
Quintinia altigena,Least Concern
Myrcia styphelantha,Endangered
Symplocos bogotensis,Least Concern
Cupania hispida,Least Concern
Blakea granatensis,Least Concern
Vitex ferruginea,Least Concern
Aloe vaombe,Least Concern
Aloe antonii,Least Concern
Grevillea newbeyi,Vulnerable
Yucca harrimaniae,Least Concern
Yucca mixtecana,Vulnerable
Yucca utahensis,Least Concern
Isopogon dawsonii,Least Concern
Oreopanax tolimanus,Least Concern
Miconia aguirrei,Least Concern
Grewia angolensis,Least Concern
Vitex harveyana,Least Concern
Albizia brevifolia,Least Concern
Miconia acanthocoryne,Endangered
Killipia pedunculata,Endangered
Cupania polyodonta,Least Concern
Quintinia brassii,Data Deficient
Quintinia ledermannii,Least Concern
Symplocos araioura,Data Deficient
Symplocos borneensis,Endangered
Symplocos cambodiana,Least Concern
Symplocos cerasifolia,Least Concern
Symplocos ecuadorensis,Least Concern
Ficus schumanniana,Endangered
Tristaniopsis oreophila,Data Deficient
Strombosia philippinensis,Least Concern
Aglaia stellatopilosa,Least Concern
Barringtonia lanceolata,Least Concern
Chionanthus plurifloroides,Near Threatened
Planchonia brevistipitata,Least Concern
Tristaniopsis pentandra,Vulnerable
Tristaniopsis microcarpa,Near Threatened
Tristaniopsis rubiginosa,Near Threatened
Symplocos fimbriata,Least Concern
Spathacanthus magdalenae,Data Deficient
Symplocos fuliginosa,Least Concern
Symplocos guadeloupensis,Near Threatened
Semecarpus trengganuensis,Vulnerable
Kopsia teoi,Endangered
Barringtonia corneri,Vulnerable
Barringtonia latiffiana,Vulnerable
Barringtonia zainudiniana,Critically Endangered
Memecylon pseudomegacarpum,Least Concern
Aglaia soepadmoi,Endangered
Ficus ridleyana,Data Deficient
Ixora kingstoni,Least Concern
Psydrax maingayi,Endangered
Symplocos hookeri,Least Concern
Symplocos iliaspaiensis,Data Deficient
Myrsine lechleri,Data Deficient
Oreopanax artocarpoides,Data Deficient
Piper resalutatum,Data Deficient
Piper longestamineum,Data Deficient
Piper attenuatamentum,Data Deficient
Chionanthus megistocarpus,Data Deficient
Coccoloba tunii,Least Concern
Coccothrinax spirituana,Endangered
Cordia ramanujamii,Data Deficient
Protium prancei,Least Concern
Dacryodes hopkinsii,Least Concern
Dacryodes uruts-kunchae,Data Deficient
Dendropanax fluminensis,Endangered
Dendropanax bahiensis,Near Threatened
Dendropanax caudatus,Endangered
Eremanthus ovatifolius,Critically Endangered
Eremanthus praetermissus,Vulnerable
Eugenia grandissima,Endangered
Eugenia veraguensis,Data Deficient
Eugenia culta,Data Deficient
Eugenia gongylocarpa,Least Concern
Eugenia yasuniana,Data Deficient
Eugenia sericifolia,Data Deficient
Eugenia ampla,Data Deficient
Eugenia bullatifolia,Data Deficient
Eugenia pusilliflora,Least Concern
Eustigma honbaense,Critically Endangered
Galphimia mirandae,Endangered
Galphimia oaxacana,Endangered
Garcinia assamica,Data Deficient
Garcinia hopii,Least Concern
Graffenrieda laevicarpa,Least Concern
Homalium glandulosum,Critically Endangered
Huberia sessilifolia,Least Concern
Lychnophora spiciformis,Critically Endangered
Machilus bokorensis,Critically Endangered
Machilus brevipaniculata,Critically Endangered
Miconia astrocalyx,Vulnerable
Miconia grandifoliata,Least Concern
Ophiocaryon barnebyanum,Data Deficient
Pisonia roqueae,Least Concern
Pisonia horneae,Data Deficient
Plinia valenciana,Data Deficient
Plinia pauciflora,Data Deficient
Protium aidanianum,Data Deficient
Protium alvarezianum,Least Concern
Protium calendulinum,Least Concern
Protium gallosum,Least Concern
Protium hebetatum,Least Concern
Protium morii,Data Deficient
Protium occultum,Data Deficient
Protium urophyllidium,Least Concern
Protium santamariae,Near Threatened
Prunus kaengkrachanensis,Data Deficient
Pterandra hirsuta,Vulnerable
Didymopanax ciliatifolius,Near Threatened
Didymopanax dichotomus,Data Deficient
Scolopia parkinsonii,Data Deficient
Thyrsodium puberulum,Least Concern
Thyrsodium rondonianum,Data Deficient
Toona calcicola,Critically Endangered
Trattinnickia boliviana,Least Concern
Trattinnickia lancifolia,Least Concern
Tristaniopsis musa-amanii,Data Deficient
Diospyros sennenni,Least Concern
Symplocos jurgensenii,Least Concern
Symplocos khasiana,Data Deficient
Symplocos laeteviridis,Least Concern
Symplocos leiostachya,Data Deficient
Symplocos leucantha,Data Deficient
Symplocos limonensis,Endangered
Vasconcellea sphaerocarpa,Vulnerable
Oreopanax turbacensis,Data Deficient
Eschweilera bogotensis,Vulnerable
Vochysia duquei,Least Concern
Compsoneura claroensis,Least Concern
Symplocos mucronata,Least Concern
Critoniopsis pallida,Least Concern
Mayna suaveolens,Endangered
Oreopanax cheirophyllus,Data Deficient
Allophylus goudotii,Near Threatened
Freziera arbutifolia,Least Concern
Scutia colombiana,Data Deficient
Ocotea tovarensis,Data Deficient
Garcinia magnophylla,Data Deficient
Clusia rubescens,Critically Endangered
Escallonia discolor,Near Threatened
Montanoa josei,Least Concern
Sloanea helianthoides,Critically Endangered
Licaria tenuifolia,Critically Endangered
Clavija lehmannii,Least Concern
Gustavia gracillima,Vulnerable
Geissanthus betancurii,Least Concern
Parathesis reticulata,Least Concern
Geissanthus bogotensis,Least Concern
Hieronyma rufa,Near Threatened
Oreopanax acerifolius,Endangered
Brunellia susaconensis,Least Concern
Daphnopsis anomala,Endangered
Arachnothryx caucana,Data Deficient
Neoptychocarpus chocoensis,Least Concern
Clavija neglecta,Data Deficient
Banara ulmifolia,Least Concern
Symplocos quindiuensis,Vulnerable
Croton sexmetralis,Least Concern
Oreopanax epificus,Least Concern
Hedyosmum colombianum,Least Concern
Rourea antioquensis,Endangered
Quararibea foenigraeca,Vulnerable
Ardisia sapida,Near Threatened
Geissanthus barraganus,Least Concern
Meliosma glossophylla,Vulnerable
Symplocos venulosa,Vulnerable
Cecropia plicata,Least Concern
Cecropia telealba,Least Concern
Phyllanthus callejasii,Least Concern
Chrysochlamys laxa,Least Concern
Dacryodes tumacensis,Data Deficient
Ilex velutinulosa,Critically Endangered
Pleurothyrium marginale,Least Concern
Vochysia megalantha,Least Concern
Saurauia oroquensis,Critically Endangered
Licaria mutisii,Data Deficient
Oreopanax lawrancei,Critically Endangered
Clusia myrsinites,Least Concern
Ficus tequendamae,Endangered
Brunellia foreroi,Least Concern
Chelyocarpus dianeurus,Least Concern
Pouteria arguacoensium,Least Concern
Critoniopsis franciscana,Critically Endangered
Clavija grandis,Endangered
Oreopanax jatrophifolius,Data Deficient
Geissanthus kalbreyeri,Vulnerable
Zanthoxylum lenticulare,Least Concern
Miconia caucana,Endangered
Ocotea obtusifolia,Data Deficient
Sloanea huilaeana,Critically Endangered
Ficus popayanensis,Least Concern
Clusia lehmannii,Critically Endangered
Siparuna mutisii,Least Concern
Mauritiella macroclada,Least Concern
Clusia cundinamarcensis,Vulnerable
Hieronyma antioquensis,Least Concern
Cecropia idroboi,Least Concern
Zinowiewia sulphurea,Data Deficient
Triplaris purdiei,Vulnerable
Talisia stricta,Vulnerable
Licania caldasiana,Data Deficient
Maytenus laxiflora,Least Concern
Coussapoa chocoensis,Least Concern
Meriania tolimana,Data Deficient
Citronella silvatica,Vulnerable
Clusia nervosa,Critically Endangered
Cecropia goudotiana,Endangered
Arachnothryx discolor,Near Threatened
Lonchocarpus antioquiensis,Critically Endangered
Berberis tabiensis,Vulnerable
Catostemma digitatum,Least Concern
Sessea elliptica,Least Concern
Xylosma obovata,Vulnerable
Swartzia versicolor,Least Concern
Elaeagia multinervia,Least Concern
Saurauia alloplectifolia,Least Concern
Godoya antioquiensis,Least Concern
Rinorea haughtii,Near Threatened
Solanum crotonifolium,Least Concern
Oreopanax platanifolius,Data Deficient
Oreopanax crassinervius,Data Deficient
